id,source,query,title,year,venue,doi,url,authors,abstract
10.1109/jra.,crossref,robot contact manipulation topology,Simplified grasping and manipulation with dextrous robot hands,1986,IEEE Journal on Robotics and Automation,10.1109/jra.1986.1087063,https://doi.org/10.1109/jra.1986.1087063,"Fearing, R.",
10.1007/978-,crossref,robot contact manipulation topology,Concepts of Manipulation Robot Control,1989,Applied Control of Manipulation Robots,10.1007/978-3-642-83869-9_1,https://doi.org/10.1007/978-3-642-83869-9_1,"Vukobratović, Miomir; Stokić, Dragan",
10.2172/6529,crossref,robot contact manipulation topology,Contact sensing palm for the Salisbury robot hand,1990,,10.2172/6529634,https://doi.org/10.2172/6529634,"Brock, D.L.",
10.1016/0040,crossref,robot contact manipulation topology,Calculation of contact and symplectic cobordism groups,1992,Topology,10.1016/0040-9383(92)90007-5,https://doi.org/10.1016/0040-9383(92)90007-5,"Ginzburg, Viktor L.",
10.1201/9781,crossref,robot contact manipulation topology,Algorithms for Robot Grasp and Delivery,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-41,https://doi.org/10.1201/9781439864524-41,,
10.1016/s004,crossref,robot contact manipulation topology,Applications of contact surgery,1997,Topology,10.1016/s0040-9383(97)00004-9,https://doi.org/10.1016/s0040-9383(97)00004-9,"Geiges, Hansjörg",
10.1016/s004,crossref,robot contact manipulation topology,Invariants of Legendrian and transverse knots in the standard contact space,1997,Topology,10.1016/s0040-9383(96)00035-3,https://doi.org/10.1016/s0040-9383(96)00035-3,"Fuchs, Dmitry; Tabachnikov, Serge",
10.1109/70.6,crossref,robot contact manipulation topology,Precision object manipulation with a multifingered robot hand,1998,IEEE Transactions on Robotics and Automation,10.1109/70.660851,https://doi.org/10.1109/70.660851,"Michelman, P.",
10.1575/1912,crossref,robot contact manipulation topology,"Advances in grasping and vehicle contact identification : analysis, design and testing of robust methods for underwater robot manipulation",1999,,10.1575/1912/4695,https://doi.org/10.1575/1912/4695,"Snow, Edward R.",
6691438dc52f,arxiv,robot contact manipulation topology,Topological groups: where to from here?,1999,arXiv,,,Vladimir Pestov,"This is an account of one man's view of the current perspective of theory of topological groups. We survey some recent developments which are, from our viewpoint, indicative of the future directions, concentrating on actions of topological groups on compacta, embeddings of topological groups, free topological groups, and `massive' groups (such as groups of homeomorphisms of compacta and groups of isometries of various metric spaces)."
10.1007/978-,crossref,robot contact manipulation topology,A Hybrid Position/Force Approach to the Exploitation of Elasticity in Manipulation,2000,Advanced Manufacturing,10.1007/978-1-4471-0749-1_7,https://doi.org/10.1007/978-1-4471-0749-1_7,"McCarragher, B. J.",
10.1007/978-,crossref,robot contact manipulation topology,Force- and Vision-Based Detection of Contact State Transitions,2000,Advanced Manufacturing,10.1007/978-1-4471-0749-1_8,https://doi.org/10.1007/978-1-4471-0749-1_8,"Abegg, F.; Remde, A.; Henrich, D.",
10.1007/978-,crossref,robot contact manipulation topology,Manipulation of Sheet Metal by Dual Manipulators,2000,Advanced Manufacturing,10.1007/978-1-4471-0749-1_10,https://doi.org/10.1007/978-1-4471-0749-1_10,"Yoshida, H.; Kosuge, K.",
11d56f08656c,arxiv,robot contact manipulation topology,On subgroups of minimal topological groups,2000,arXiv,,,V. V. Uspenskij,"A topological group is minimal if it does not admit a strictly coarser Hausdorff group topology. The Roelcke uniformity (or lower uniformity) on a topological group is the greatest lower bound of the left and right uniformities. A group is Roelcke-precompact if it is precompact with respect to the Roelcke uniformity. Many naturally arising non-Abelian topological groups are Roelcke-precompact and hence have a natural compactification. We use such compactifications to prove that some groups of isometries are minimal. In particular, if U_1 is the Urysohn universal metric space of diameter 1, the group Iso(U_1) of all self-isometries of U_1 is Roelcke-precompact, topologically simple and minimal. We also show that every topological group is a subgroup of a minimal topologically simple Roelcke"
10.1007/978-,crossref,robot contact manipulation topology,Robot Manipulation of Deformable Objects,2000,Advanced Manufacturing,10.1007/978-1-4471-0749-1,https://doi.org/10.1007/978-1-4471-0749-1,,
10.1108/ir.2,crossref,robot contact manipulation topology,3D Manipulation with Force Feedback,2002,Industrial Robot: An International Journal,10.1108/ir.2002.04929ead.010,https://doi.org/10.1108/ir.2002.04929ead.010,,
10.1109/ocea,crossref,robot contact manipulation topology,Automatic stabilization system of underwater manipulation robot,2002,Proceedings of OCEANS'94,10.1109/oceans.1994.363832,https://doi.org/10.1109/oceans.1994.363832,"Koval, E.V.",
10.1109/iros,crossref,robot contact manipulation topology,Comparison of contact sensor localization abilities during manipulation,2002,Proceedings 1995 IEEE/RSJ International Conference on Intelligent Robots and Systems. Human Robot Interaction and Cooperative Robots,10.1109/iros.1995.526145,https://doi.org/10.1109/iros.1995.526145,"Son, J.S.; Cutkosky, M.R.; Howe, R.D.",
10.1109/iros,crossref,robot contact manipulation topology,Contact interaction robot-communication between robot and human through contact behavior,2002,Proceedings of the 1997 IEEE/RSJ International Conference on Intelligent Robot and Systems. Innovative Robotics for Real-World Applications. IROS '97,10.1109/iros.1997.649071,https://doi.org/10.1109/iros.1997.649071,"Sato, M.; Harada, T.; Mori, T.",
10.1007/978-,crossref,robot contact manipulation topology,Kinematics of a Planar Robot with Rolling Contact Joints,2002,Advances in Robot Kinematics,10.1007/978-94-017-0657-5_46,https://doi.org/10.1007/978-94-017-0657-5_46,"Collins, Curtis L.",
10.1108/ir.2,crossref,robot contact manipulation topology,Mechanics of Robot Manipulation,2002,Industrial Robot: An International Journal,10.1108/ir.2002.04929aae.002,https://doi.org/10.1108/ir.2002.04929aae.002,"Rigelsford, John",
10.1016/s004,crossref,robot contact manipulation topology,Structures de contact tendues sur les variétés toroı̈dales et approximation de feuilletages sans composante de Reeb,2002,Topology,10.1016/s0040-9383(01)00013-1,https://doi.org/10.1016/s0040-9383(01)00013-1,"Colin, Vincent",
10.1016/s016,crossref,robot contact manipulation topology,Tight contact structures and Anosov flows,2002,Topology and its Applications,10.1016/s0166-8641(01)00232-2,https://doi.org/10.1016/s0166-8641(01)00232-2,"Etnyre, John; Ghrist, Robert",
10.1090/fic/,crossref,robot contact manipulation topology,A Morse-Bott approach to contact homology,2003,Symplectic and Contact Topology: Interactions and Perspectives,10.1090/fic/035/03,https://doi.org/10.1090/fic/035/03,"Bourgeois, Frédéric",
3da993abfb16,arxiv,robot contact manipulation topology,A few remarks about symplectic filling,2003,arXiv,,,Yakov Eliashberg,"We show that any compact symplectic manifold (W,ω) with boundary embeds as a domain into a closed symplectic manifold, provided that there exists a contact plane ξon dW which is weakly compatible with omega, i.e. the restriction ω|ξdoes not vanish and the contact orientation of dW and its orientation as the boundary of the symplectic manifold W coincide. This result provides a useful tool for new applications by Ozsvath-Szabo of Seiberg-Witten Floer homology theories in three-dimensional topology and has helped complete the Kronheimer-Mrowka proof of Property P for knots."
db6376f70be8,arxiv,robot contact manipulation topology,Extended Bloch group and the Cheeger-Chern-Simons class,2003,arXiv,,,Walter D Neumann,"We define an extended Bloch group and show it is naturally isomorphic to H_3(PSL(2,C)^δ;Z). Using the Rogers dilogarithm function this leads to an exact simplicial formula for the universal Cheeger-Chern-Simons class on this homology group. It also leads to an independent proof of the analytic relationship between volume and Chern-Simons invariant of hyperbolic 3-manifolds conjectured by Neumann and Zagier [Topology 1985] and proved by Yoshida [Invent. Math. 1985] as well as effective formulae for the Chern-Simons invariant of a hyperbolic 3-manifold."
10.1016/s004,crossref,robot contact manipulation topology,"Vassiliev invariants of Legendrian, transverse, and framed knots in contact three-manifolds",2003,Topology,10.1016/s0040-9383(01)00039-8,https://doi.org/10.1016/s0040-9383(01)00039-8,"Tchernov, Vladimir",
f2ea7260f07d,arxiv,robot contact manipulation topology,A class of tight contact structures on Sigma_2 x I,2004,arXiv,,,Tanya Cofer,"We employ cut and paste contact topological techniques to classify some tight contact structures on the closed, oriented genus-2 surface times the interval. A boundary condition is specified so that the Euler class of the of the contact structure vanishes when evaluated on each boundary component. We prove that there exists a unique, non-product tight contact structure in this case."
10.2140/gt.2,crossref,robot contact manipulation topology,Cylindrical contact homology of subcritical Stein-fillable contact manifolds,2004,Geometry &amp; Topology,10.2140/gt.2004.8.1243,https://doi.org/10.2140/gt.2004.8.1243,"Yau, Mei-Lin",
10.1016/j.to,crossref,robot contact manipulation topology,Instabilities of robot motion,2004,Topology and its Applications,10.1016/j.topol.2003.07.011,https://doi.org/10.1016/j.topol.2003.07.011,"Farber, Michael",
10.1109/tra.,crossref,robot contact manipulation topology,Stiffness and Contact Mechanics for Soft Fingers in Grasping and Manipulation,2004,IEEE Transactions on Robotics and Automation,10.1109/tra.2003.820868,https://doi.org/10.1109/tra.2003.820868,"Kao, I.; Yang, F.",
10.1007/1-40,crossref,robot contact manipulation topology,TOPOLOGY OF ROBOT MOTION PLANNING,2005,"NATO Science Series II: Mathematics, Physics and Chemistry",10.1007/1-4020-4266-3_05,https://doi.org/10.1007/1-4020-4266-3_05,"FARBER, MICHAEL",
18d75df1adfa,arxiv,robot contact manipulation topology,The homotopy invariance of the string topology loop product and string bracket,2005,arXiv,,,Ralph L. Cohen; John Klein; Dennis Sullivan,"Let M be a closed, oriented, n -manifold, and LM its free loop space. Chas and Sullivan defined a commutative algebra structure in the homology of LM, and a Lie algebra structure in its equivariant homology. These structures are known as the string topology loop product and string bracket, respectively. In this paper we prove that these structures are homotopy invariants in the following sense. Let f : M_1 \to M_2 be a homotopy equivalence of closed, oriented n -manifolds. Then the induced equivalence, Lf : LM_1 \to LM_2 induces a ring isomorphism in homology, and an isomorphism of Lie algebras in equivariant homology. The analogous statement also holds true for any generalized homology theory h_* that supports an orientation of the M_i 's."
10.21236/ada,crossref,robot contact manipulation topology,Designing a Self-Stabilizing Robot for Dynamic Mobile Manipulation,2006,,10.21236/ada459932,https://doi.org/10.21236/ada459932,"Deegan, Patrick; Thibodeau, Bryan J.; Grupen, Roderic",
10.1109/robo,crossref,robot contact manipulation topology,Independent Stiffness and Force Control of Pneumatic Actuators for Contact Stability during Robot Manipulation,2006,Proceedings of the 2005 IEEE International Conference on Robotics and Automation,10.1109/robot.2005.1570521,https://doi.org/10.1109/robot.2005.1570521,"Xiangrong Shen; Goldfarb, M.",
10.1016/j.to,crossref,robot contact manipulation topology,Milnor open books and Milnor fillable contact 3-manifolds,2006,Topology,10.1016/j.top.2006.01.002,https://doi.org/10.1016/j.top.2006.01.002,"Caubel, Clément; Némethi, András; Popescu-Pampu, Patrick",
10.1017/cbo9,crossref,robot contact manipulation topology,Topology of a family and contact structures,2007,Polynomials and Vanishing Cycles,10.1017/cbo9780511543166.006,https://doi.org/10.1017/cbo9780511543166.006,,
10.1017/cbo9,crossref,robot contact manipulation topology,An Introduction to Contact Topology,2008,,10.1017/cbo9780511611438,https://doi.org/10.1017/cbo9780511611438,"Geiges, Hansjörg","This text on contact topology is a comprehensive introduction to the subject, including recent striking applications in geometric and differential topology: Eliashberg's proof of Cerf's theorem via the classification of tight contact structures on the 3-sphere, and the Kronheimer-Mrowka proof of property P for knots via symplectic fillings of contact 3-manifolds. Starting with the basic differential topology of contact manifolds, all aspects of 3-dimensional contact manifolds are treated in this book. One notable feature is a detailed exposition of Eliashberg's classification of overtwisted contact structures. Later chapters also deal with higher-dimensional contact topology. Here the focus is on contact surgery, but other constructions of contact manifolds are described, such as open book"
10.1007/978-,crossref,robot contact manipulation topology,Contact and Impact,2008,Robot Dynamics Algorithms,10.1007/978-0-387-74315-8_11,https://doi.org/10.1007/978-0-387-74315-8_11,,
10.1017/cbo9,crossref,robot contact manipulation topology,Contact manifolds,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.003,https://doi.org/10.1017/cbo9780511611438.003,,
10.1017/cbo9,crossref,robot contact manipulation topology,Contact structures on 3—manifolds,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.005,https://doi.org/10.1017/cbo9780511611438.005,,
10.1017/cbo9,crossref,robot contact manipulation topology,Contact structures on 5—manifolds,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.009,https://doi.org/10.1017/cbo9780511611438.009,,
10.1017/cbo9,crossref,robot contact manipulation topology,Contact surgery,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.007,https://doi.org/10.1017/cbo9780511611438.007,,
10.5772/6201,crossref,robot contact manipulation topology,Control of Robotic Systems Undergoing a Non-Contact to Contact Transition,2008,Robot Manipulators,10.5772/6201,https://doi.org/10.5772/6201,"Bhasin, S.; Dupree, K.; E., W.",
10.1017/cbo9,crossref,robot contact manipulation topology,Facets of contact geometry,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.002,https://doi.org/10.1017/cbo9780511611438.002,,
10.1017/cbo9,crossref,robot contact manipulation topology,Further constructions of contact manifolds,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.008,https://doi.org/10.1017/cbo9780511611438.008,,
10.1017/cbo9,crossref,robot contact manipulation topology,Knots in contact 3—manifolds,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.004,https://doi.org/10.1017/cbo9780511611438.004,,
10.1017/cbo9,crossref,robot contact manipulation topology,Preface,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.001,https://doi.org/10.1017/cbo9780511611438.001,,
10.1016/j.ro,crossref,robot contact manipulation topology,Recognition of in-hand manipulation using contact state transition for multifingered robot hand control,2008,Robotics and Autonomous Systems,10.1016/j.robot.2007.09.018,https://doi.org/10.1016/j.robot.2007.09.018,"Kondo, Masahiro; Ueda, Jun; Ogasawara, Tsukasa",
10.1017/cbo9,crossref,robot contact manipulation topology,References,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.012,https://doi.org/10.1017/cbo9780511611438.012,,
10.1017/cbo9,crossref,robot contact manipulation topology,Symplectic fillings and convexity,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.006,https://doi.org/10.1017/cbo9780511611438.006,,
10.1017/cbo9,crossref,robot contact manipulation topology,The generalised Poincaré lemma,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.010,https://doi.org/10.1017/cbo9780511611438.010,,
10.1017/cbo9,crossref,robot contact manipulation topology,Time-dependent vector fields,2008,An Introduction to Contact Topology,10.1017/cbo9780511611438.011,https://doi.org/10.1017/cbo9780511611438.011,,
10.5772/6223,crossref,robot contact manipulation topology,Vision-Guided Robot Control for 3D Object Recognition and Manipulation,2008,Robot Manipulators,10.5772/6223,https://doi.org/10.5772/6223,"Q., S.; Haemmerle, E.; Cheng, Y.; Gamage, P.",
d70ec9667d7f,arxiv,robot contact manipulation topology,"Chord diagrams, contact-topological quantum field theory, and contact categories",2009,arXiv,,,Daniel V. Mathews,"We consider contact elements in the sutured Floer homology of solid tori with longitudinal sutures, as part of the (1+1)-dimensional topological quantum field theory defined by Honda--Kazez--Matić in \cite{HKM08}. The $\Z_2$ $SFH$ of these solid tori forms a ""categorification of Pascal's triangle"", and contact structures correspond bijectively to chord diagrams, or sets of disjoint properly embedded arcs in the disc. Their contact elements are distinct and form distinguished subsets of $SFH$ of order given by the Narayana numbers. We find natural ""creation and annihilation operators"" which allow us to define a QFT-type basis of $SFH$, consisting of contact elements. Sutured Floer homology in this case reduces to the combinatorics of chord diagrams. We prove that contact elements are in bij"
10.1090/pcms,crossref,robot contact manipulation topology,Contact geometry in low dimensional topology,2009,IAS/Park City Mathematics Series,10.1090/pcms/015/08,https://doi.org/10.1090/pcms/015/08,"Etnyre, John",
10.1112/jtop,crossref,robot contact manipulation topology,Handle moves in contact surgery diagrams,2009,Journal of Topology,10.1112/jtopol/jtp002,https://doi.org/10.1112/jtopol/jtp002,"Ding, Fan; Geiges, Hansjörg",
10.1109/roma,crossref,robot contact manipulation topology,"Macro-micro tele-manipulation system based on body image embedding with contact feel, spatial motion and stereo vision",2009,RO-MAN 2009 - The 18th IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2009.5326266,https://doi.org/10.1109/roman.2009.5326266,"Mochiyama, Hiromi; Dohda, Takeyuki; Kobayashi, Hisato; Tatsuno, Junya; Kawai, Hiroyuki",
10.1299/jsme,crossref,robot contact manipulation topology,1A2-B13 Dexterous Manipulation of Dual Arm Robot for Assembly Work based on Vision : Nut and Bolt Manipulation,2010,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),10.1299/jsmermd.2010._1a2-b13_1,https://doi.org/10.1299/jsmermd.2010._1a2-b13_1,"LIZA, A. S. RUHIZAN; TORITANI, Shunsuke; SAIKI, Kotaro; NAKAGAWA, Daisuke; NONAMI, Kenzo",
10.5772/9341,crossref,robot contact manipulation topology,3D Imaging System for Tele-Manipulation,2010,Robot Manipulators New Achievements,10.5772/9341,https://doi.org/10.5772/9341,"Kakeya, Hideki",
10.1109/tro.,crossref,robot contact manipulation topology,Global Manipulation Planning in Robot Joint Space With Task Constraints,2010,IEEE Transactions on Robotics,10.1109/tro.2010.2044949,https://doi.org/10.1109/tro.2010.2044949,"Stilman, Mike",
10.20965/jrm,crossref,robot contact manipulation topology,Learning of Whole Arm Manipulation with Constraint of Contact Mode Maintaining,2010,Journal of Robotics and Mechatronics,10.20965/jrm.2010.p0542,https://doi.org/10.20965/jrm.2010.p0542,"Kawarai, Nobuyuki; Kobayashi, Yuichi","This paper proposes the learning of whole arm manipulation with a two-link manipulator. Our proposal combines a controller obtained by reinforcement learning (actor-critic) and a learning classifier realized by a Support Vector Machine (SVM). The classifier learns the boundary between slip and stick modes in torque space. Using the result of classification, the robot learns to move the object toward desired position while keeping the desired contact modes. Control input (torque) is first specified by the actor. The SVM classifier judges whether torque can maintain the desired slip or stick mode and, if not, it modifies the torque so that the desired mode is maintained. It was verified in the simulation that our proposed learning realized accelerating of the object and decelerating it while"
10.1109/roma,crossref,robot contact manipulation topology,Load sharing in human-robot cooperative manipulation,2010,19th International Symposium in Robot and Human Interactive Communication,10.1109/roman.2010.5598627,https://doi.org/10.1109/roman.2010.5598627,"Lawitzky, Martin; Mortl, Alexander; Hirche, Sandra",
10.5772/9339,crossref,robot contact manipulation topology,MFR (Multi-purpose Field Robot) Based on Human-Robot Cooperative Manipulation for Handling Building Materials,2010,Robot Manipulators New Achievements,10.5772/9339,https://doi.org/10.5772/9339,"Lee, Seungyeol",
10.1007/978-,crossref,robot contact manipulation topology,Recognition of In-Hand Manipulation by Observing Contact State Transition for Robot Hand Control,2010,Springer Tracts in Advanced Robotics,10.1007/978-3-642-14743-2_29,https://doi.org/10.1007/978-3-642-14743-2_29,"Kondo, Masahiro; Ueda, Jun; Ogasawara, Tsukasa",
10.5772/5089,crossref,robot contact manipulation topology,Contact State Estimation by Vision-Based Tactile Sensors for Dexterous Manipulation with Robot Hands Based on Shape-Sensing,2011,International Journal of Advanced Robotic Systems,10.5772/50899,https://doi.org/10.5772/50899,"Ito, Yuji; Kim, Youngwoo; Nagai, Chikara; Obinata, Goro","We propose a new method for estimating the contact state of objects with varying shapes on a vision-based fluid-type tactile sensor, which touch pad is an elastic transparent membrane of silicon rubber with dotted pattern printed on its inner side. The membrane is filled with translucent red colored water. The proposed method leads to better understanding of the object's shape and movement, and can be applied for accomplishing reliable and dexterous handling tasks by robot hands."
10.1016/j.to,crossref,robot contact manipulation topology,Contact handle decompositions,2011,Topology and its Applications,10.1016/j.topol.2011.01.020,https://doi.org/10.1016/j.topol.2011.01.020,"Ozbagci, Burak",
10.1112/jtop,crossref,robot contact manipulation topology,Contact surgery and transverse invariants,2011,Journal of Topology,10.1112/jtopol/jtr022,https://doi.org/10.1112/jtopol/jtr022,"Lisca, Paolo; Stipsicz, András I.",
10.1112/jtop,crossref,robot contact manipulation topology,Generating families and Legendrian contact homology in the standard contact space,2011,Journal of Topology,10.1112/jtopol/jtq033,https://doi.org/10.1112/jtopol/jtq033,"Fuchs, Dmitry; Rutherford, Dan",
22a19e8228ae,arxiv,robot contact manipulation topology,On Hawaiian Groups of Some Topological Spaces,2011,arXiv,,,Ameneh Babaee; Behrooz Mashayekhy; Hanieh Mirebrahimi,"The paper is devoted to study the structure of Hawaiian groups of some topological spaces. We present some behaviors of Hawaiian groups with respect to product spaces, weak join spaces, cone spaces, covering spaces and locally trivial bundles. In particular, we determine the structure of the $n$-dimensional Hawaiian group of the $m$-dimensional Hawaiian earring space, for all $1\leq m\leq n$."
10.1299/jsme,crossref,robot contact manipulation topology,S121013 Master-slave robotic arm manipulation for communication robot,2011,"The Proceedings of Mechanical Engineering Congress, Japan",10.1299/jsmemecj.2011._s121013-1,https://doi.org/10.1299/jsmemecj.2011._s121013-1,"Mohammad Arif, Tariq; ITO, Teruaki",
9339811f0ca7,arxiv,robot contact manipulation topology,Topological Group Cohomology with Loop Contractible Coefficients,2011,arXiv,,,Martin Fuchssteiner; Christoph Wockel,"We show that for topological groups and loop contractible coefficients the cohomology groups of continuous group cochains and of group cochains that are continuous on some identity neighbourhood are isomorphic. Moreover, we show a similar statement for compactly generated groups and Lie groups holds and apply our results to different concepts of group cohomology for finite-dimensional Lie groups."
10.1109/iros,crossref,robot contact manipulation topology,Whole-body contact manipulation using tactile information for the nursing-care assistant robot RIBA,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2011.6048049,https://doi.org/10.1109/iros.2011.6048049,"Mukai, Toshiharu; Hirano, Shinya; Yoshida, Morio; Nakashima, Hiromichi; Guo, Shijie; Hayakawa, Yoshikazu",
10.1109/iros,crossref,robot contact manipulation topology,Whole-body contact manipulation using tactile information for the nursing-care assistant robot RIBA,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2011.6094403,https://doi.org/10.1109/iros.2011.6094403,"Mukai, T.; Hirano, S.; Yoshida, M.; Nakashima, H.; Shijie Guo; Hayakawa, Yoshikazu",
18fef74eec28,arxiv,robot contact manipulation topology,A topological introduction to knot contact homology,2012,arXiv,,,Lenhard Ng,"This is a survey of knot contact homology, with an emphasis on topological, algebraic, and combinatorial aspects."
10.1145/3248,crossref,robot contact manipulation topology,Session details: Robot manipulation and programming,2012,Proceedings of the seventh annual ACM/IEEE international conference on Human-Robot Interaction,10.1145/3248070,https://doi.org/10.1145/3248070,"Trafton, Greg",
10.1109/iros,crossref,robot contact manipulation topology,Tactile sensor based varying contact point manipulation strategy for dexterous robot hand manipulating unknown objects,2012,2012 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2012.6385465,https://doi.org/10.1109/iros.2012.6385465,"Zhang, Yuan-Fei; Liu, Hong",
10.1108/0143,crossref,robot contact manipulation topology,A biped robot with 3T manipulation ability,2013,Industrial Robot: An International Journal,10.1108/01439911311320886,https://doi.org/10.1108/01439911311320886,"Liu, Chao; Yao, Yan‐An",
10.1142/9789,crossref,robot contact manipulation topology,Closing Remarks: The Unreasonable Effectiveness of Contact Geometry and Topology in Physical Sciences,2013,Applications of Contact Geometry and Topology in Physics,10.1142/9789814412094_0010,https://doi.org/10.1142/9789814412094_0010,,
10.1109/3m-n,crossref,robot contact manipulation topology,Contact 3M-NANO 2013,2013,"2013 International Conference on Manipulation, Manufacturing and Measurement on the Nanoscale",10.1109/3m-nano.2013.6737372,https://doi.org/10.1109/3m-nano.2013.6737372,,
10.1142/9789,crossref,robot contact manipulation topology,Contact Geometry and Physics,2013,Applications of Contact Geometry and Topology in Physics,10.1142/9789814412094_0005,https://doi.org/10.1142/9789814412094_0005,,
10.1109/iros,crossref,robot contact manipulation topology,Description and execution of humanoid's object manipulation based on object-environment-robot contact states,2013,2013 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2013.6696724,https://doi.org/10.1109/iros.2013.6696724,"Nozawa, Shunichi; Murooka, Masaki; Noda, Shintaro; Okada, Kei; Inaba, Masayuki",
10.1109/huma,crossref,robot contact manipulation topology,Description and execution of manipulation and locomotion by a humanoid robot using cascaded contact states graph,2013,2013 13th IEEE-RAS International Conference on Humanoid Robots (Humanoids),10.1109/humanoids.2013.7030019,https://doi.org/10.1109/humanoids.2013.7030019,"Nozawa, Shunichi; Murooka, Masaki; Noda, Shintaro; Kakiuchi, Yohei; Okada, Kei; Inaba, Masayuki",
10.1142/9789,crossref,robot contact manipulation topology,From Contact Geometry to Contact Topology,2013,Applications of Contact Geometry and Topology in Physics,10.1142/9789814412094_0009,https://doi.org/10.1142/9789814412094_0009,,
496ddb58460a,arxiv,robot contact manipulation topology,High-level programming and control for industrial robotics: using a hand-held accelerometer-based input device for gesture and posture recognition,2013,arXiv,,,Pedro Neto; Norberto Pires; Paulo Moreira,"Purpose - Most industrial robots are still programmed using the typical teaching process, through the use of the robot teach pendant. This is a tedious and time-consuming task that requires some technical expertise, and hence new approaches to robot programming are required. The purpose of this paper is to present a robotic system that allows users to instruct and program a robot with a high-level of abstraction from the robot language. Design/methodology/approach - The paper presents in detail a robotic system that allows users, especially non-expert programmers, to instruct and program a robot just showing it what it should do, in an intuitive way. This is done using the two most natural human interfaces (gestures and speech), a force control system and several code generation techniques"
988872e793f3,arxiv,robot contact manipulation topology,High-level robot programming based on CAD: dealing with unpredictable environments,2013,arXiv,,,Pedro Neto; Nuno Mendes; Ricardo Araújo; J. Norberto Pires; A. Paulo Moreira,"Purpose - The purpose of this paper is to present a CAD-based human-robot interface that allows non-expert users to teach a robot in a manner similar to that used by human beings to teach each other. Design/methodology/approach - Intuitive robot programming is achieved by using CAD drawings to generate robot programs off-line. Sensory feedback allows minimization of the effects of uncertainty, providing information to adjust the robot paths during robot operation. Findings - It was found that it is possible to generate a robot program from a common CAD drawing and run it without any major concerns about calibration or CAD model accuracy. Research limitations/implications - A limitation of the proposed system has to do with the fact that it was designed to be used for particular technologic"
359648e4d4a8,arxiv,robot contact manipulation topology,Higher dimensional contact topology via holomorphic disks,2013,arXiv,,,Klaus Niederkrüger,"These notes are based on a course that took place at the Université de Nantes in June 2011 during the ""Trimester on Contact and Symplectic Topology"". We will explain how holomorphic curves can be used to study symplectic fillings of a given contact manifold. Our main goal consists in showing that certain contact manifolds do not admit any symplectic filling at all."
10.3724/sp.j,crossref,robot contact manipulation topology,Map Merging for Multi-robot Systems Based on Hierarchical Topology Structure under RTM Framework,2013,Robot,10.3724/sp.j.1218.2013.00292,https://doi.org/10.3724/sp.j.1218.2013.00292,"JIA, Songmin; LI, Yuchen; WANG, Ke; LI, Xiuzhi; GUO, Bing",
10.1109/ifos,crossref,robot contact manipulation topology,PD control of coordinated manipulation for multi-free-flying space robot,2013,Ifost,10.1109/ifost.2013.6616983,https://doi.org/10.1109/ifost.2013.6616983,"Jin, Feihu",
ee92cd340665,arxiv,robot contact manipulation topology,Topological methods in 3-dimensional contact geometry,2013,arXiv,,,Patrick Massot,"These notes provide an introduction to Giroux's theory of convex surfaces in contact 3-manifolds and its simplest applications. They put a special emphasis on pictures and discussions of explicit examples. The first goal is to explain why all the information about a contact structure in a neighborhood of a generic surface is encoded by finitely many curves on the surface. Then we describe the bifurcations that happen in generic families of surfaces. As applications, we explain how Giroux used this technology to reprove Bennequin's theorem saying that the standard contact structure on S^3 is tight and Eliashberg's theorem saying that all tight contact structures on S^3 are isotopic to the standard one."
10.6028/nist,crossref,robot contact manipulation topology,A roadmap to progress measurement science in robot dexterity and manipulation,2014,,10.6028/nist.ir.7993,https://doi.org/10.6028/nist.ir.7993,"Falco, Joe; Marvel, Jeremy; Messina, Elena",
10.1007/978-,crossref,robot contact manipulation topology,Addressing of Micro-robot Teams and Non-contact Micro-manipulation,2014,Lecture Notes in Computer Science,10.1007/978-3-642-55134-5_3,https://doi.org/10.1007/978-3-642-55134-5_3,"Diller, Eric; Ye, Zhou; Giltinan, Joshua; Sitti, Metin",
10.1142/9789,crossref,robot contact manipulation topology,Chapter 3: Robot-Robot Coordination,2014,Wireless Sensor and Robot Networks,10.1142/9789814551342_0003,https://doi.org/10.1142/9789814551342_0003,"Mezei, Ivan; Lukić, Milan; Malbasa, Veljko",
