id,source,query,title,year,venue,doi,url,authors,abstract
44edc55424f3,arxiv,manipulation contact planning topology,Planning for Multi-stage Forceful Manipulation,2021,arXiv,,,Rachel Holladay; Tomás Lozano-Pérez; Alberto Rodriguez,"Multi-stage forceful manipulation tasks, such as twisting a nut on a bolt, require reasoning over interlocking constraints over discrete as well as continuous choices. The robot must choose a sequence of discrete actions, or strategy, such as whether to pick up an object, and the continuous parameters of each of those actions, such as how to grasp the object. In forceful manipulation tasks, the force requirements substantially impact the choices of both strategy and parameters. To enable planning and executing forceful manipulation, we augment an existing task and motion planner with controllers that exert wrenches and constraints that explicitly consider torque and frictional limits. In two domains, opening a childproof bottle and twisting a nut, we demonstrate how the system considers a "
10.3390/s210,crossref,contact-rich robot learning tactile topology,Vision-Based Tactile Sensor Mechanism for the Estimation of Contact Position and Force Distribution Using Deep Learning,2021,Sensors,10.3390/s21051920,https://doi.org/10.3390/s21051920,"Kakani, Vijay; Cui, Xuenan; Ma, Mingjie; Kim, Hakil","This work describes the development of a vision-based tactile sensor system that utilizes the image-based information of the tactile sensor in conjunction with input loads at various motions to train the neural network for the estimation of tactile contact position, area, and force distribution. The current study also addresses pragmatic aspects, such as choice of the thickness and materials for the tactile fingertips and surface tendency, etc. The overall vision-based tactile sensor equipment interacts with an actuating motion controller, force gauge, and control PC (personal computer) with a LabVIEW software on it. The image acquisition was carried out using a compact stereo camera setup mounted inside the elastic body to observe and measure the amount of deformation by the motion and in"
10.1108/ria-,crossref,manipulation contact planning topology,Implicit contact-rich manipulation planning for a manipulator with insufficient payload,2023,Robotic Intelligence and Automation,10.1108/ria-02-2023-0018,https://doi.org/10.1108/ria-02-2023-0018,"Nakatsuru, Kento; Wan, Weiwei; Harada, Kensuke","Purpose This paper aims to study using a mobile manipulator with a collaborative robotic arm component to manipulate objects beyond the robot’s maximum payload. Design/methodology/approach This paper proposes a single-short probabilistic roadmap-based method to plan and optimize manipulation motion with environment support. The method uses an expanded object mesh model to examine contact and randomly explores object motion while keeping contact and securing affordable grasping force. It generates robotic motion trajectories after obtaining object motion using an optimization-based algorithm. With the proposed method’s help, the authors plan contact-rich manipulation without particularly analyzing an object’s contact modes and their transitions. The planner and optimizer determine them auto"
8c364acc18ce,arxiv,in-hand manipulation contact representation,TacGNN:Learning Tactile-based In-hand Manipulation with a Blind Robot,2023,arXiv,,,Linhan Yang; Bidan Huang; Qingbiao Li; Ya-Yen Tsai; Wang Wei Lee; Chaoyang Song; Jia Pan,"In this paper, we propose a novel framework for tactile-based dexterous manipulation learning with a blind anthropomorphic robotic hand, i.e. without visual sensing. First, object-related states were extracted from the raw tactile signals by a graph-based perception model - TacGNN. The resulting tactile features were then utilized in the policy learning of an in-hand manipulation task in the second stage. This method was examined by a Baoding ball task - simultaneously manipulating two spheres around each other by 180 degrees in hand. We conducted experiments on object states prediction and in-hand manipulation using a reinforcement learning algorithm (PPO). Results show that TacGNN is effective in predicting object-related states during manipulation by decreasing the RMSE of prediction to"
18618a3f385c,arxiv,in-hand manipulation contact representation,Dexterous Contact-Rich Manipulation via the Contact Trust Region,2025,arXiv,,,H. J. Terry Suh; Tao Pang; Tong Zhao; Russ Tedrake,"What is a good local description of contact dynamics for contact-rich manipulation, and where can we trust this local description? While many approaches often rely on the Taylor approximation of dynamics with an ellipsoidal trust region, we argue that such approaches are fundamentally inconsistent with the unilateral nature of contact. As a remedy, we present the Contact Trust Region (CTR), which captures the unilateral nature of contact while remaining efficient for computation. With CTR, we first develop a Model-Predictive Control (MPC) algorithm capable of synthesizing local contact-rich plans. Then, we extend this capability to plan globally by stitching together local MPC plans, enabling efficient and dexterous contact-rich manipulation. To verify the performance of our method, we per"
69106dd73998,arxiv,manipulation contact planning topology,Efficient Gradient-Based Inference for Manipulation Planning in Contact Factor Graphs,2025,arXiv,,,Jeongmin Lee; Sunkyung Park; Minji Lee; Dongjun Lee,"This paper presents a framework designed to tackle a range of planning problems arise in manipulation, which typically involve complex geometric-physical reasoning related to contact and dynamic constraints. We introduce the Contact Factor Graph (CFG) to graphically model these diverse factors, enabling us to perform inference on the graphs to approximate the distribution and sample appropriate solutions. We propose a novel approach that can incorporate various phenomena of contact manipulation as differentiable factors, and develop an efficient inference algorithm for CFG that leverages this differentiability along with the conditional probabilities arising from the structured nature of contact. Our results demonstrate the capability of our framework in generating viable samples and appro"
10.1126/scir,crossref,robot contact manipulation topology,Learning contact-rich whole-body manipulation with example-guided reinforcement learning,2025,Science Robotics,10.1126/scirobotics.ads6790,https://doi.org/10.1126/scirobotics.ads6790,"Barreiros, Jose A.; Önol, Aykut Özgün; Zhang, Mengchao; Creasey, Sam; Goncalves, Aimee; Beaulieu, Andrew; Bhat, Aditya; Tsui, Kate M.","Humans use diverse skills and strategies to effectively manipulate various objects, ranging from dexterous in-hand manipulation (fine motor skills) to complex whole-body manipulation (gross motor skills). The latter involves full-body engagement and extensive contact with various body parts beyond just the hands, where the compliance of our skin and muscles plays a crucial role in increasing contact stability and mitigating uncertainty. For robots, synthesizing these contact-rich behaviors has fundamental challenges because of the rapidly growing combinatorics inherent to this amount of contact, making explicit reasoning about all contact interactions intractable. We explore the use of example-guided reinforcement learning to generate robust whole-body skills for the manipulation of large "
3e8e34bbf4a1,arxiv,contact-rich robot learning tactile topology,TLA: Tactile-Language-Action Model for Contact-Rich Manipulation,2025,arXiv,,,Peng Hao; Chaofan Zhang; Dingzhe Li; Xiaoge Cao; Xiaoshuai Hao; Shaowei Cui; Shuo Wang,"Significant progress has been made in vision-language models. However, language-conditioned robotic manipulation for contact-rich tasks remains underexplored, particularly in terms of tactile sensing. To address this gap, we introduce the Tactile-Language-Action (TLA) model, which effectively processes sequential tactile feedback via cross-modal language grounding to enable robust policy generation in contact-intensive scenarios. In addition, we construct a comprehensive dataset that contains 24k pairs of tactile action instruction data, customized for fingertip peg-in-hole assembly, providing essential resources for TLA training and evaluation. Our results show that TLA significantly outperforms traditional imitation learning methods (e.g., diffusion policy) in terms of effective action g"
1b6ad064a705,arxiv,contact-rich robot learning tactile topology,VT-Refine: Learning Bimanual Assembly with Visuo-Tactile Feedback via Simulation Fine-Tuning,2025,arXiv,,,Binghao Huang; Jie Xu; Iretiayo Akinola; Wei Yang; Balakumar Sundaralingam; Rowland O'Flaherty; Dieter Fox; Xiaolong Wang,"Humans excel at bimanual assembly tasks by adapting to rich tactile feedback -- a capability that remains difficult to replicate in robots through behavioral cloning alone, due to the suboptimality and limited diversity of human demonstrations. In this work, we present VT-Refine, a visuo-tactile policy learning framework that combines real-world demonstrations, high-fidelity tactile simulation, and reinforcement learning to tackle precise, contact-rich bimanual assembly. We begin by training a diffusion policy on a small set of demonstrations using synchronized visual and tactile inputs. This policy is then transferred to a simulated digital twin equipped with simulated tactile sensors and further refined via large-scale reinforcement learning to enhance robustness and generalization. To e"
10.70675/1fe,crossref,manipulation contact planning topology,On the relationship between contact topology and the dynamics of Reeb flows,2026,,10.70675/1fe91cbbze5ffz46ddzb3c5z4bba569c7004,https://doi.org/10.70675/1fe91cbbze5ffz46ddzb3c5z4bba569c7004,"Alves, Marcelo Ribeiro de Resende","Sur les relations entre la topologie de contact et la dynamique de champs de Reeb L'objectif de cette thèse est d'investiguer les relations entre les propriétés topologiques d'une variété de contact et la dynamique des flots de Reeb dans la variété de contact en question. Dans la première partie de la thèse, nous établissons une relation entre la croissance de l’homologie de contact cylindrique d'une variété de contact et l'entropie topologique des flots de Reeb dans cette variété de contact. Nous utilisons ce résultat dans les chapitres 8 et 9 pour montrer l'existence d'un grand nombre des nouvelles variétés de contact de dimension 3 dans lesquelles tous les flots de Reeb ont entropie topologique positive. Dans le chapitre 10, nous prouvons un résultat obtenu en collaboration avec Chris W"
10.1115/1.40,crossref,robot contact manipulation topology,Classification and Kinematic Equivalents of Contact Types for Fingertip-Based Robot Hand Manipulation,2016,Journal of Mechanisms and Robotics,10.1115/1.4032865,https://doi.org/10.1115/1.4032865,"Rojas, Nicolas; Dollar, Aaron M.","In the context of robot manipulation, Salisbury's taxonomy is the common standard used to define the types of contact interactions that can occur between the robot and a contacted object; the basic concept behind such classification is the modeling of contacts as kinematic pairs. In this paper, we extend this notion by modeling the effects of a robot contacting a body as kinematic chains. The introduced kinematic-chain-based contact model is based on an extension of the Bruyninckx–Hunt approach of surface–surface contact. A general classification of nonfrictional and frictional contact types suitable for both manipulation analyses and robot hand design is then proposed, showing that all standard contact categories used in robotic manipulation are special cases of the suggested generalizati"
d0661d622a55,arxiv,robotic contact model learning,Theoretical model of a finite force at the moving contact line,2017,arXiv,,,Peter Zhang; Kamran Mohseni,"In theoretical analyses of the moving contact line, an infinite force along the solid wall has been reported based off the non-integrable stress along a single interface. In this investigation we demonstrate that the stress singularity is integrable and results in a finite force at the moving contact line if the contact line is treated as a one-dimensional manifold and all three interfaces that make up the moving contact line are taken into consideration. This is due to the dipole nature of the vorticity and pressure distribution around the moving contact line. Mathematically, this finite force is determined by summing all the forces that act over an infinitesimally small cylindrical control volume that encloses the entire moving contact line. With this finite force, we propose a new dynam"
6bb065d288aa,arxiv,robot control contact invariance,Safe Control Synthesis via Input Constrained Control Barrier Functions,2021,arXiv,,,Devansh Agrawal; Dimitra Panagou,"This paper introduces the notion of an Input Constrained Control Barrier Function (ICCBF), as a method to synthesize safety-critical controllers for non-linear control affine systems with input constraints. The method identifies a subset of the safe set of states, and constructs a controller to render the subset forward invariant. The feedback controller is represented as the solution to a quadratic program, which can be solved efficiently for real-time implementation. Furthermore, we show that ICCBFs are a generalization of Higher Order Control Barrier Functions, and thus are applicable to systems of non-uniform relative degree. Simulation results are presented for the adaptive cruise control problem, and a spacecraft rendezvous problem."
cd85ee3b82ed,arxiv,contact sequence learning robotics,Enhancing Dexterity in Robotic Manipulation via Hierarchical Contact Exploration,2023,arXiv,,,Xianyi Cheng; Sarvesh Patil; Zeynep Temel; Oliver Kroemer; Matthew T. Mason,"Planning robot dexterity is challenging due to the non-smoothness introduced by contacts, intricate fine motions, and ever-changing scenarios. We present a hierarchical planning framework for dexterous robotic manipulation (HiDex). This framework explores in-hand and extrinsic dexterity by leveraging contacts. It generates rigid-body motions and complex contact sequences. Our framework is based on Monte-Carlo Tree Search and has three levels: 1) planning object motions and environment contact modes; 2) planning robot contacts; 3) path evaluation and control optimization. This framework offers two main advantages. First, it allows efficient global reasoning over high-dimensional complex space created by contacts. It solves a diverse set of manipulation tasks that require dexterity, both int"
10.1108/ir-0,crossref,contact-rich robot learning tactile topology,Contact localization from soft tactile array sensor using tactile image,2024,Industrial Robot: the international journal of robotics research and application,10.1108/ir-01-2024-0008,https://doi.org/10.1108/ir-01-2024-0008,"Tu, Baoxu; Zhang, Yuanfei; Min, Kang; Ni, Fenglei; Jin, Minghe","Purpose This paper aims to estimate contact location from sparse and high-dimensional soft tactile array sensor data using the tactile image. The authors used three feature extraction methods: handcrafted features, convolutional features and autoencoder features. Subsequently, these features were mapped to contact locations through a contact location regression network. Finally, the network performance was evaluated using spherical fittings of three different radii to further determine the optimal feature extraction method. Design/methodology/approach This paper aims to estimate contact location from sparse and high-dimensional soft tactile array sensor data using the tactile image. Findings This research indicates that data collected by probes can be used for contact localization. Introdu"
087d5a87f8cd,arxiv,contact-rich robot learning tactile topology,"Learning Precise, Contact-Rich Manipulation through Uncalibrated Tactile Skins",2024,arXiv,,,Venkatesh Pattabiraman; Yifeng Cao; Siddhant Haldar; Lerrel Pinto; Raunaq Bhirangi,"While visuomotor policy learning has advanced robotic manipulation, precisely executing contact-rich tasks remains challenging due to the limitations of vision in reasoning about physical interactions. To address this, recent work has sought to integrate tactile sensing into policy learning. However, many existing approaches rely on optical tactile sensors that are either restricted to recognition tasks or require complex dimensionality reduction steps for policy learning. In this work, we explore learning policies with magnetic skin sensors, which are inherently low-dimensional, highly sensitive, and inexpensive to integrate with robotic platforms. To leverage these sensors effectively, we present the Visuo-Skin (ViSk) framework, a simple approach that uses a transformer-based policy and "
03faab056fda,arxiv,robot manipulation contact graph learning,Learning Visuotactile Estimation and Control for Non-prehensile Manipulation under Occlusions,2024,arXiv,,,Juan Del Aguila Ferrandis; João Moura; Sethu Vijayakumar,"Manipulation without grasping, known as non-prehensile manipulation, is essential for dexterous robots in contact-rich environments, but presents many challenges relating with underactuation, hybrid-dynamics, and frictional uncertainty. Additionally, object occlusions in a scenario of contact uncertainty and where the motion of the object evolves independently from the robot becomes a critical problem, which previous literature fails to address. We present a method for learning visuotactile state estimators and uncertainty-aware control policies for non-prehensile manipulation under occlusions, by leveraging diverse interaction data from privileged policies trained in simulation. We formulate the estimator within a Bayesian deep learning framework, to model its uncertainty, and then train "
10.3389/frob,crossref,robot control contact invariance,Safe contact-based robot active search using Bayesian optimization and control barrier functions,2024,Frontiers in Robotics and AI,10.3389/frobt.2024.1344367,https://doi.org/10.3389/frobt.2024.1344367,"Vinter-Hviid, Frederik; Sloth, Christoffer; Savarimuthu, Thiusius Rajeeth; Iturrate, Iñigo","In robotics, active exploration and learning in uncertain environments must take into account safety, as the robot may otherwise damage itself or its surroundings. This paper presents a method for safe active search using Bayesian optimization and control barrier functions. As robot paths undertaken during sampling are continuous, we consider an informative continuous expected improvement acquisition function. To safely bound the contact forces between the robot and its surroundings, we leverage exponential control barrier functions, utilizing the derivative of the force in the contact model to increase robustness to uncertainty in the contact boundary. Our approach is demonstrated on a fully autonomous robot for ultrasound scanning of rheumatoid arthritis (RA). Here, active search is a cr"
6fecbf94c443,arxiv,robot control contact invariance,Safety-Critical Stabilization of Force-Controlled Nonholonomic Mobile Robots,2024,arXiv,,,Tianyu Han; Bo Wang,"We present a safety-critical controller for the problem of stabilization for force-controlled nonholonomic mobile robots. The proposed control law is based on the constructions of control Lyapunov functions (CLFs) and control barrier functions (CBFs) for cascaded systems. To address nonholonomicity, we design the nominal controller that guarantees global asymptotic stability and local exponential stability for the closed-loop system in polar coordinates and construct a strict Lyapunov function valid on any compact sets. Furthermore, we present a procedure for constructing CBFs for cascaded systems, utilizing the CBF of the kinematic model through integrator backstepping. Quadratic programming is employed to combine CLFs and CBFs to integrate both stability and safety in the closed loop. Th"
de8519e7c08a,arxiv,robot contact manipulation topology,The Grasp Loop Signature: A Topological Representation for Manipulation Planning with Ropes and Cables,2024,arXiv,,,Peter Mitrano; Dmitry Berenson,"Robotic manipulation of deformable, one-dimensional objects (DOOs) like ropes or cables has important potential applications in manufacturing, agriculture, and surgery. In such environments, the task may involve threading through or avoiding becoming tangled with objects like racks or frames. Grasping with multiple grippers can create closed loops between the robot and DOO, and If an obstacle lies within this loop, it may be impossible to reach the goal. However, prior work has only considered the topology of the DOO in isolation, ignoring the arms that are manipulating it. Searching over possible grasps to accomplish the task without considering such topological information is very inefficient, as many grasps will not lead to progress on the task due to topological constraints. Therefore,"
9076c3581de1,arxiv,robot contact manipulation topology,Certifiably Safe Manipulation of Deformable Linear Objects via Joint Shape and Tension Prediction,2025,arXiv,,,Yiting Zhang; Shichen Li,"Manipulating deformable linear objects (DLOs) is challenging due to their complex dynamics and the need for safe interaction in contact-rich environments. Most existing models focus on shape prediction alone and fail to account for contact and tension constraints, which can lead to damage to both the DLO and the robot. In this work, we propose a certifiably safe motion planning and control framework for DLO manipulation. At the core of our method is a predictive model that jointly estimates the DLO's future shape and tension. These predictions are integrated into a real-time trajectory optimizer based on polynomial zonotopes, allowing us to enforce safety constraints throughout the execution. We evaluate our framework on a simulated wire harness assembly task using a 7-DOF robotic arm. Com"
f1b0e835d52b,arxiv,contact-rich robot learning tactile topology,ViTaMIn: Learning Contact-Rich Tasks Through Robot-Free Visuo-Tactile Manipulation Interface,2025,arXiv,,,Fangchen Liu; Chuanyu Li; Yihua Qin; Jing Xu; Pieter Abbeel; Rui Chen,"Tactile information plays a crucial role for humans and robots to interact effectively with their environment, particularly for tasks requiring the understanding of contact properties. Solving such dexterous manipulation tasks often relies on imitation learning from demonstration datasets, which are typically collected via teleoperation systems and often demand substantial time and effort. To address these challenges, we present ViTaMIn, an embodiment-free manipulation interface that seamlessly integrates visual and tactile sensing into a hand-held gripper, enabling data collection without the need for teleoperation. Our design employs a compliant Fin Ray gripper with tactile sensing, allowing operators to perceive force feedback during manipulation for more intuitive operation. Additional"
c70c3bad88d9,arxiv,in-hand manipulation contact representation,ViTaSCOPE: Visuo-tactile Implicit Representation for In-hand Pose and Extrinsic Contact Estimation,2025,arXiv,,,Jayjun Lee; Nima Fazeli,"Mastering dexterous, contact-rich object manipulation demands precise estimation of both in-hand object poses and external contact locations$\unicode{x2013}$tasks particularly challenging due to partial and noisy observations. We present ViTaSCOPE: Visuo-Tactile Simultaneous Contact and Object Pose Estimation, an object-centric neural implicit representation that fuses vision and high-resolution tactile feedback. By representing objects as signed distance fields and distributed tactile feedback as neural shear fields, ViTaSCOPE accurately localizes objects and registers extrinsic contacts onto their 3D geometry as contact fields. Our method enables seamless reasoning over complementary visuo-tactile cues by leveraging simulation for scalable training and zero-shot transfers to the real-wor"
134fcf29bc1d,arxiv,contact-rich robot learning tactile topology,A Low-Cost Vision-Based Tactile Gripper with Pretraining Learning for Contact-Rich Manipulation,2026,arXiv,,,Yaohua Liu; Binkai Ou; Zicheng Qiu; Ce Hao; Hengjun Zhang,"Robotic manipulation in contact-rich environments remains challenging, particularly when relying on conventional tactile sensors that suffer from limited sensing range, reliability, and cost-effectiveness. In this work, we present LVTG, a low-cost visuo-tactile gripper designed for stable, robust, and efficient physical interaction. Unlike existing visuo-tactile sensors, LVTG enables more effective and stable grasping of larger and heavier everyday objects, thanks to its enhanced tactile sensing area and greater opening angle. Its surface skin is made of highly wear-resistant material, significantly improving durability and extending operational lifespan. The integration of vision and tactile feedback allows LVTG to provide rich, high-fidelity sensory data, facilitating reliable perception"
0ac63d1e6375,arxiv,contact-rich robot learning tactile topology,DexViTac: Collecting Human Visuo-Tactile-Kinematic Demonstrations for Contact-Rich Dexterous Manipulation,2026,arXiv,,,Xitong Chen; Yifeng Pan; Min Li; Xiaotian Ding,"Large-scale, high-quality multimodal demonstrations are essential for robot learning of contact-rich dexterous manipulation. While human-centric data collection systems lower the barrier to scaling, they struggle to capture the tactile information during physical interactions. Motivated by this, we present DexViTac, a portable, human-centric data collection system tailored for contact-rich dexterous manipulation. The system enables the high-fidelity acquisition of first-person vision, high-density tactile sensing, end-effector poses, and hand kinematics within unstructured, in-the-wild environments. Building upon this hardware, we propose a kinematics-grounded tactile representation learning algorithm that effectively resolves semantic ambiguities within tactile signals. Leveraging the eff"
10.1177/0278,crossref,contact sequence learning robotics,Dexterous contact-rich manipulation via the contact trust region,2026,The International Journal of Robotics Research,10.1177/02783649251398875,https://doi.org/10.1177/02783649251398875,"Suh, H. J. Terry; Pang, Tao; Zhao, Tong; Tedrake, Russ","What is a good local description of contact dynamics for contact-rich manipulation, and where can we trust this local description? While many approaches often rely on the Taylor approximation of dynamics with an ellipsoidal trust region, we argue that such approaches are fundamentally inconsistent with the unilateral nature of contact. As a remedy, we present the contact trust region (CTR), which captures the unilateral nature of contact while remaining efficient for computation. With CTR, we first develop a model-predictive control (MPC) algorithm capable of synthesizing local contact-rich plans. Then, we extend this capability to plan globally by stitching together local MPC plans, enabling efficient and dexterous contact-rich manipulation. To verify the performance of our method, we per"
0ca05e3504ad,arxiv,contact-rich robot learning tactile topology,Multi-Resolution Tactile Imitation Learning for Contact-Rich Robotic Manipulation,2026,arXiv,,,Rickmer Krohn; Erik Helmut; Niklas Funk; Jan Peters; Vignesh Prasad; Georgia Chalvatzaki,"Touch sensing is beneficial for solving a wide variety of manipulation tasks. While there exists a wide range of tactile sensors with different properties, exploiting the fusion of multiple heterogeneous tactile sensors to improve manipulation learning remains underexplored. We present Multi-Resolution Tactile Sensing (MiTaS), a representation framework that leverages multiple tactile sensors operating at different temporal resolutions in order to solve complex contact-rich manipulation tasks. We propose a novel architecture using modality-specific convolutional stems and transformer-based fusion that effectively fuses information from an RGB camera stream, a vision-based GelSight Mini sensor and a high-frequency event-based Evetac sensor. This multi-sensor representation then conditions a"
10.1177/0278,crossref,contact sequence learning robotics,The Kinematics of Contact and Grasp,1988,The International Journal of Robotics Research,10.1177/027836498800700302,https://doi.org/10.1177/027836498800700302,"Montana, David J.","The kinematics of contact describe the motion of a point of contact over the surfaces of two contacting objects in response to a relative motion of these objects. Using concepts from differential geometry, I derive a set of equations, called the contact equations, that embody this relationship. I employ the contact equations to design the following applications to be executed by an end-effector with tactile sensing capability: ( 1) determining the curvature form of an unknown object at a point of contact; and ( 2) following the surface of an unknown object. The contact equations also serve as a basis for an investigation of the kinematics of grasp. I derive the relation ship between the relative motion of two fingers grasping an object and the motion of the points of contact over the objec"
10.1002/rob.,crossref,robotic contact model learning,Control strategies for rodotic contact tasks: An experimental study,1995,Journal of Robotic Systems,10.1002/rob.4620120107,https://doi.org/10.1002/rob.4620120107,"Mandal, Nitish; Payandeh, Shahram","Abstract In this article, we study the contact instability problem encountered in robotic manipulators while trying to make contact with an environment, such as grasping or pushing against objects, and propose a unified control strategy capable of achieving a stable contact against both stiff and compliant environments. The problem has three distinct stages of the contact task. In the first stage, free‐space motion, the robot is approaching the environment; in the second stage, post‐contact force regulation; in the third, impact stage, the transition from the first stage to the second. We make an experimental comparison of the control schemes that may be used for the three stages. For example, during impact, the manipulator should not lose contact with the environment, nor exert high impul"
d6ca3e02db97,arxiv,deformable object contact topology,Contact topology and CR geometry in three dimensions,2001,arXiv,,,Jih-Hsin Cheng,"We study low-dimensional problems in topology and geometry via a study of contact and Cauchy-Riemann ($CR$) structures. A contact structure is called spherical if it admits a compatible spherical $CR$ structure. We will talk about spherical contact structures and our analytic tool, an evolution equation of $CR$ structures. We argue that solving such an equation for the standard contact 3-sphere is related to the Smale conjecture in 3-topology. Furthermore, we propose a contact analogue of Ray-Singer's analytic torsion. This ''contact torsion'' is expected to be able to distinguish among ''spherical space forms'' $\{Γ\backslash S^{3}\}$ as contact manifolds. We also propose the study of a certain kind of monopole equation associated with a contact structure. In view of the recently develope"
10.1017/s026,crossref,robot control contact invariance,Robust position-force control of robot manipulator in contact with linear dynamic environment,2005,Robotica,10.1017/s0263574705001724,https://doi.org/10.1017/s0263574705001724,"Karan, Branko","The paper presents a control scheme for simultaneous control of position and force of robot manipulator in contact with an elastodynamic environment. The control makes the assumption that interaction force between the robot and environment is adequately modeled by a second-order linear model with constant coefficients, and its implementation requires the knowledge of only boundary values of the environment parameters. It is shown that, provided that robot dynamics is exactly modeled, the scheme ensures asymptotic convergence of errors along nominal trajectories characterized by constant prescribed interaction forces and constant prescribed velocities along the contact surface."
10.1115/detc,crossref,contact sequence learning robotics,A Contact Force Solution for Non-Colliding Contact Dynamics Simulation,2006,"Volume 2: 30th Annual Mechanisms and Robotics Conference, Parts A and B",10.1115/detc2006-99139,https://doi.org/10.1115/detc2006-99139,"Sharf, Inna; Zhang, Yuning","Rigid-body impact modeling remains an intensive area of research spurred on by new applications in robotics, biomechanics, and more generally multibody systems. By contrast, the modeling of non-colliding contact dynamics has attracted significantly less attention. The existing approaches to solve non-colliding contact problems include compliant approaches in which the contact force between objects is defined explicitly as a function of local deformation, and complementarity formulations in which unilateral constraints are employed to compute contact interactions (impulses or forces) to enforce the impenetrability of the contacting objects. In this article, the authors develop a novel approach to solve the non-colliding contact problem for objects of arbitrary geometry in contact at multipl"
5fc3438726bf,arxiv,in-hand manipulation contact representation,Experimental Validation of Contact Dynamics for In-Hand Manipulation,2017,arXiv,,,Roman Kolbert; Nikhil Chavan-Dafle; Alberto Rodriguez,"This paper evaluates state-of-the-art contact models at predicting the motions and forces involved in simple in-hand robotic manipulations. In particular it focuses on three primitive actions --linear sliding, pivoting, and rolling-- that involve contacts between a gripper, a rigid object, and their environment. The evaluation is done through thousands of controlled experiments designed to capture the motion of object and gripper, and all contact forces and torques at 250Hz. We demonstrate that a contact modeling approach based on Coulomb's friction law and maximum energy principle is effective at reasoning about interaction to first order, but limited for making accurate predictions. We attribute the major limitations to 1) the non-uniqueness of force resolution inherent to grasps with mu"
f133983ae6a4,arxiv,robot grasp contact map learning,Leveraging Contact Forces for Learning to Grasp,2018,arXiv,,,Hamza Merzic; Miroslav Bogdanovic; Daniel Kappler; Ludovic Righetti; Jeannette Bohg,"Grasping objects under uncertainty remains an open problem in robotics research. This uncertainty is often due to noisy or partial observations of the object pose or shape. To enable a robot to react appropriately to unforeseen effects, it is crucial that it continuously takes sensor feedback into account. While visual feedback is important for inferring a grasp pose and reaching for an object, contact feedback offers valuable information during manipulation and grasp acquisition. In this paper, we use model-free deep reinforcement learning to synthesize control policies that exploit contact sensing to generate robust grasping under uncertainty. We demonstrate our approach on a multi-fingered hand that exhibits more complex finger coordination than the commonly used two-fingered grippers. "
10.1115/1.40,crossref,in-hand manipulation contact representation,Design and Analysis of a Multimodal Grasper Having Shape Conformity and Within-Hand Manipulation With Adjustable Contact Forces,2019,Journal of Mechanisms and Robotics,10.1115/1.4044163,https://doi.org/10.1115/1.4044163,"Govindan, Nagamanikandan; Thondiyath, Asokan","Abstract This paper presents the design, analysis, and testing of a novel multimodal grasper having the capabilities of shape conformation, within-hand manipulation, and a built-in compact mechanism to vary the forces at the contact surface. The proposed grasper has two important qualities: versatility and less complexity. The former refers to the ability to grasp a range of objects having different geometrical shape, size, and payload and perform in-hand manipulations such as rolling and sliding, and the latter refers to the uncomplicated design, and ease of planning and control strategies. Increasing the number of functions performed by the grasper to adapt to a variety of tasks in structured and unstructured environments without increasing the mechanical complexity is the main interest "
adce2c59417a,arxiv,robot tactile perception contact state,Shear-invariant Sliding Contact Perception with a Soft Tactile Sensor,2019,arXiv,,,Kirsty Aquilina; David A. W. Barton; Nathan F. Lepora,"Manipulation tasks often require robots to be continuously in contact with an object. Therefore tactile perception systems need to handle continuous contact data. Shear deformation causes the tactile sensor to output path-dependent readings in contrast to discrete contact readings. As such, in some continuous-contact tasks, sliding can be regarded as a disturbance over the sensor signal. Here we present a shear-invariant perception method based on principal component analysis (PCA) which outputs the required information about the environment despite sliding motion. A compliant tactile sensor (the TacTip) is used to investigate continuous tactile contact. First, we evaluate the method offline using test data collected whilst the sensor slides over an edge. Then, the method is used within a "
a77561d10c8c,arxiv,in-hand manipulation contact representation,Aerial Mobile Manipulator System to Enable Dexterous Manipulations with Increased Precision,2020,arXiv,,,Abbaraju Praveen; Haoguang Yang; Hyukjun Jang; Richard M Voyles,"Problems associated with physical interactions using aerial mobile manipulators (AMM) are being independently addressed with respect to mobility and manipulability. Multirotor unmanned aerial vehicles (UAV) are a common choice for mobility while on-board manipulators are increasingly be used for manipulability. However, the dynamic coordination between the UAV and on-board manipulator remains a significant obstacle to enable dexterous manipulation with high precision. This paper presents an AMM system configuration to addresses both the mobility and manipulability issues together. A fully-actuated UAV is chosen to achieve dexterous aerial mobile manipulation, but is limited by the actuation range of the UAV. An on-board manipulator is employed to enhance the performance in terms of dexteri"
e5571456a7a7,arxiv,robot contact manipulation topology,A Survey of Robot Manipulation in Contact,2021,arXiv,,,Markku Suomalainen; Yiannis Karayiannidis; Ville Kyrki,"In this survey, we present the current status on robots performing manipulation tasks that require varying contact with the environment, such that the robot must either implicitly or explicitly control the contact force with the environment to complete the task. Robots can perform more and more manipulation tasks that are still done by humans, and there is a growing number of publications on the topics of 1) performing tasks that always require contact and 2) mitigating uncertainty by leveraging the environment in tasks that, under perfect information, could be performed without contact. The recent trends have seen robots perform tasks earlier left for humans, such as massage, and in the classical tasks, such as peg-in-hole, there is a more efficient generalization to other similar tasks, "
